date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:54:08	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:10%20GMT	https://www.12306.cn/index/images/buySuccess.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/buySuccess.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:09	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:10%20GMT	https://www.12306.cn/index/images/buySuccess@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/buySuccess@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:10	8879/8879	U-----	200	untouched ('')	image/gif	etag:%2269269e41-22af%22	https://www.12306.cn/index/images/loading3.gif	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/loading3.gif	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:10	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:11%20GMT	https://www.12306.cn/index/images/buySuccess.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/buySuccess.47.delayed	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:10	2020/2020	U-----	200	untouched ('')	image/png	etag:%2269269e24-7e4%22	https://www.12306.cn/index/images/error.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/error.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:10	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:12%20GMT	https://www.12306.cn/index/images/buySuccess@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/buySuccess@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:11	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:12%20GMT	https://www.12306.cn/index/images/ticket2.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket2.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:11	215/215	U-----	200	untouched ('')	image/png	etag:%2269269e23-d7%22	https://www.12306.cn/index/images/to01.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/to01.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:11	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:13%20GMT	https://www.12306.cn/index/images/ticket2.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket2.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:11	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:13%20GMT	https://www.12306.cn/index/images/ticket2@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket2@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:13%20GMT	https://www.12306.cn/index/images/ticket2.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket2.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:12	354/354	U-----	200	untouched ('')	image/png	etag:%2269269e38-162%22	https://www.12306.cn/index/images/to01@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/to01@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:13%20GMT	https://www.12306.cn/index/images/ticket2@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket2@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:14%20GMT	https://www.12306.cn/index/images/ticket3.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:14%20GMT	https://www.12306.cn/index/images/ticket3.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:13	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:14%20GMT	https://www.12306.cn/index/images/ticket3@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:13	200/200	U-----	200	untouched ('')	image/png	etag:%2269269e23-c8%22	https://www.12306.cn/index/images/to02.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/to02.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:13	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:14%20GMT	https://www.12306.cn/index/images/ticket3.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:13	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:15%20GMT	https://www.12306.cn/index/images/ticket3@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:15%20GMT	https://www.12306.cn/index/images/ticket3.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:14	311/311	U-----	200	untouched ('')	image/png	etag:%2269269e27-137%22	https://www.12306.cn/index/images/to02@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/to02@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:15%20GMT	https://www.12306.cn/index/images/ticket3.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:15%20GMT	https://www.12306.cn/index/images/ticket3@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:16%20GMT	https://www.12306.cn/index/images/ticket3.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:16%20GMT	https://www.12306.cn/index/images/ticket3@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/ticket3@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:15	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:16%20GMT	https://www.12306.cn/index/images/current3.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/current3.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:15	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:16%20GMT	https://www.12306.cn/index/images/current3.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/current3.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:54:15	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:54:16%20GMT	https://www.12306.cn/index/images/current3@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/current3@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
